10	0.764592
11	0.734786
12	0.707888
13	0.683528
14	0.661376
15	0.641145
16	0.622591
17	0.605506
18	0.589714
19	0.575067
20	0.561435
21	0.548711
22	0.5368
23	0.52562
24	0.515101
25	0.505182
26	0.495808
27	0.486932
28	0.478511
29	0.470509
30	0.462892
31	0.455631
32	0.448699
33	0.442072
34	0.435728
35	0.429648
36	0.423814
37	0.418211
38	0.412823
39	0.407637
40	0.402641
41	0.397824
42	0.393174
43	0.388684
44	0.384343
45	0.380144
46	0.37608
47	0.372142
48	0.368326
49	0.364624
50	0.361031
51	0.357543
52	0.354153
53	0.350857
54	0.347652
55	0.344533
56	0.341496
57	0.338538
58	0.335655
59	0.332845
60	0.330104
61	0.327429
62	0.324818
63	0.322269
64	0.319779
65	0.317345
66	0.314966
67	0.31264
68	0.310364
69	0.308138
70	0.305958
71	0.303824
72	0.301734
73	0.299687
74	0.297681
75	0.295714
76	0.293786
77	0.291895
78	0.29004
79	0.28822
80	0.286433
81	0.28468
82	0.282958
83	0.281267
84	0.279606
85	0.277974
86	0.276371
87	0.274794
88	0.273245
89	0.271721
90	0.270222
91	0.268748
92	0.267298
93	0.265871
94	0.264467
95	0.263084
96	0.261723
97	0.260383
98	0.259064
99	0.257764
100	0.256483
101	0.255222
102	0.253979
103	0.252754
104	0.251546
105	0.250355
106	0.249182
107	0.248024
108	0.246883
109	0.245757
110	0.244646
111	0.243551
112	0.24247
113	0.241403
114	0.24035
115	0.239311
116	0.238285
117	0.237272
118	0.236272
119	0.235285
120	0.23431
121	0.233346
122	0.232395
123	0.231455
124	0.230527
125	0.229609
126	0.228703
127	0.227807
128	0.226921
129	0.226046
130	0.225181
131	0.224325
132	0.22348
133	0.222644
134	0.221817
135	0.220999
136	0.22019
137	0.21939
138	0.218599
139	0.217816
140	0.217042
141	0.216275
142	0.215517
143	0.214767
144	0.214025
145	0.21329
146	0.212562
147	0.211842
148	0.21113
149	0.210424
150	0.209726
151	0.209034
152	0.208349
153	0.207671
154	0.207
155	0.206334
156	0.205676
157	0.205023
158	0.204377
